"wt","bbp","chl","par","mld","yd","sf","lat","lon","ap490","C_mod","date","kd_M07","Ez1","fe"
16.4688698324022,0.00211194972067039,0.838395530726257,1.97675561418312,30,223,NA,48.6876391061452,NA,NA,24.6189010680586,20180811,0.0852713312905811,61.9977081165228,1.06131703119006
16.4842138099902,0.00123789128305583,0.149592352941176,1.83253298997338,30,224,0.739159532694346,49.1222359451518,NA,0.0265558132067525,16.0553009935308,20180812,0.0381839611932592,136.46749002664,0.91153234229695
16.0943985645933,0.00112793301435407,0.120480622009569,1.99440478778473,30,225,0.72856102849464,49.6503340909091,NA,0.0250630740831683,10.3006632486936,20180813,0.035264458493961,150.165806196439,0.616783629443382
14.3465079913607,0.00103980777537797,0.117962419006479,1.24709666668178,29,226,0.657168201437188,50.0068075593952,NA,0.0182597218461503,7.31069217189583,20180814,0.0350015907685596,137.879115294624,0.591961398951925
14.2408233791749,0.00101418074656189,0.120858013765978,0.800914752804043,24,227,0.86735963835124,50.0711062868369,NA,0.00984638680225709,5.60423315900054,20180815,0.0353036970872787,124.156102167203,0.586357093798799
14.2820427966102,0.000933145127118644,0.127436373276776,1.6236716543827,23,228,0.850482983541746,50.1338498940678,NA,0.00773249426526341,9.21490849552319,20180816,0.0359813495488446,141.458291249316,0.595555426134744
14.4220131661442,0.000945835945663532,0.122956589958159,1.29250899020118,25,229,NA,50.1688587251829,NA,NA,6.43391582173192,20180817,0.0355211633195016,136.869263692256,0.489017512267259
14.4369074795082,0.000984644467213115,0.151934256410256,1.7470075063918,26,230,0.732644828841391,50.2117641393443,NA,0.0107114653377719,9.94157890825084,20180818,0.0384102829397779,134.419070069292,0.567444585793251
14.437045329087,0.00101939278131635,0.16894329787234,0.80203962205602,28,231,0.914566589972594,50.2971523354565,NA,0.00617360997766253,7.11085784609658,20180819,0.0400211143070952,109.556492707018,0.615349635860862
14.2611487124464,0.000794223175965665,0.130523200859291,0.870707978689509,25,232,0.676812187831644,50.3280067596567,NA,0.0127918090716127,6.1280653762578,20180820,0.0362953541723357,123.065931114059,0.58951808807812
14.1250137113402,0.00065509381443299,0.0976985567010309,1.18192569414721,33,233,0.72769199142655,50.3348274226804,NA,0.00881839669390729,6.14066347003184,20180821,0.0328139707517343,145.435469379519,0.580604339877116
14.1018981012658,0.000556802742616034,0.0731894403379092,1.19678931890248,31,234,0.665696227663052,50.3669727848101,NA,0.00790856408400167,5.33053371324065,20180822,0.0299553911517145,159.731267244649,0.579253637150893
14.2140440305635,0.000654188156638013,0.0911368421052632,1.31254807954181,28,235,NA,50.4189772683859,NA,NA,6.85256841358028,20180823,0.0320744064179259,152.057078447035,0.621411918755882
14.2762385485391,0.000602215834118756,0.0808358490566038,1.38879011714538,27,236,0.706694796682966,50.4477864278982,NA,0.0132921780938094,6.50390431037709,20180824,0.0308769547414152,159.782698005465,0.594529632671546
14.3189569086651,0.000649252927400468,0.0857824355971897,1.70185405678944,28,237,0.57651213827932,50.4608763466042,NA,0.0185569707899069,7.32734916252451,20180825,0.0314578681926148,163.294233192869,0.565692205379747
14.4115768025078,0.00069678578892372,0.118127719665272,1.32108568723407,27,238,0.563632439931674,50.4934045977012,NA,0.0163418237017745,7.23364454873631,20180826,0.0350189021765401,139.456801079476,0.557169944636279
14.5236991452991,0.000899592948717949,0.138308663101604,1.79716998976262,27,239,0.498874175395177,50.5322547008547,NA,0.0203450423504414,9.81391722029978,20180827,0.0370766946871348,140.017426837528,0.576099907776018
14.6708886850153,0.000946446483180428,0.137996020408163,1.10348394206763,25,240,0.513666548763266,50.4987494393476,NA,0.0230941956118648,6.8946030020626,20180828,0.0370456014349323,126.968989531439,0.543726227640467
14.6789186315789,0.000941725263157895,0.137554736842105,1.36520179493262,26,241,0.621456886427611,50.4786682105263,NA,0.0224758514935503,8.40612139318199,20180829,0.0370016750491847,132.871618170764,0.58367632319902
14.8240908571429,0.000956323428571429,0.133015102974828,0.886435882955995,25,242,0.626126407627206,50.476724,NA,0.0238978946145694,6.11182820708882,20180830,0.0365470641881456,122.708179260769,0.566697069545328
14.6022597,0.00099898,0.145865831663327,1.61951280721716,25,243,0.614406612813917,50.5662341,NA,0.0132443351024626,9.49783882335345,20180831,0.037821413996915,134.508338427839,0.57481011583721
14.604504969574,0.000987343813387424,0.139090872210953,0.927843116475446,28,244,0.951736539898507,50.5766879310345,NA,0.0197465207736842,6.62828693874106,20180901,0.03715438676789,121.931162483718,0.588586536788097
14.5476588912134,0.000948296025104602,0.138711111111111,0.896031296343845,34,245,0.590545630207214,50.5887007322176,NA,0.0246428272408537,6.08000102812851,20180902,0.0371166853798157,121.115078092902,0.566606427495112
14.676014057508,0.0011014249201278,0.141623855165069,0.637787464752014,31,246,NA,50.6040490947817,NA,NA,5.22747726623169,20180903,0.0374049939921046,111.09265271853,0.586674202761891
14.6765631022327,0.000972359576968273,0.128900352526439,0.400758798765001,32,247,0.470144403230995,50.5631669800235,NA,0.0155206775622817,3.67995827336977,20180904,0.0361305793146385,102.150995749596,0.575297319611499
14.4808147311828,0.000943145161290323,0.12679052744887,1.14003523819374,34,248,0.55613812655082,50.5430411827957,NA,0.0194780236252588,6.92779957537298,20180905,0.0359153368234968,131.872057385648,0.579644864524832
14.4000428426396,0.000920284263959391,0.119928716904277,0.76779031509955,34,249,0.604333799693674,50.5071054822335,NA,0.0182361416676471,4.6349103162284,20180906,0.0352070024223421,123.297391910481,0.521097363800549
